wall_time_iso,ros_time_sec,robot_id,body_frame_id,odom_frame_id,track_id,anchor_id,primitive_type,anchor_class,extraction_source,semantic_label,lifecycle_state,is_strong,observed_in_current_update,expected_visible,was_reactivated,track_age,missed_updates,expected_visible_count,expected_visible_hits,persistence_score,historical_support,recent_support,observability_consistency,missed_expected_observations,contradiction,regional_context,normal_variance_deg,inlier_count,inlier_ratio,fitted_radius,plane_d,centroid_body_x,centroid_body_y,centroid_body_z,centroid_odom_x,centroid_odom_y,centroid_odom_z,extent_x,extent_y,extent_z,normal_body_x,normal_body_y,normal_body_z,normal_odom_x,normal_odom_y,normal_odom_z,pose_body_x,pose_body_y,pose_body_z,pose_body_qx,pose_body_qy,pose_body_qz,pose_body_qw,height,footprint_x,footprint_y,footprint_max,aspect_ratio_height_to_footprint
2026-06-03T01:47:28,1773928437.968612909,r1,body,odom,1,structure_anchor_1,plane,wall_like,general_plane,unknown,candidate,false,true,true,false,1,0,1,1,0.326250000,0.125000000,0.350000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,425,0.134238787,0.000000000,-0.774120410,-5.495128632,0.818055689,0.528420746,-7.716479302,-11.400657153,-1.550280862,5.789197922,0.097450256,3.912844658,0.008420078,0.999954481,0.004487653,-0.988455649,0.151333350,0.007333970,-5.495128632,0.818055689,0.528420746,0.000000000,0.000000000,0.000000000,1.000000000,3.912844658,5.789197922,0.097450256,5.789197922,0.675887180
2026-06-03T01:47:28,1773928437.968612909,r1,body,odom,2,structure_anchor_2,plane,wall_like,general_plane,unknown,candidate,false,true,true,false,1,0,1,1,0.326250000,0.125000000,0.350000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,315,0.099494630,0.000000000,-0.785411024,1.170958757,0.768844485,0.216804504,-6.715426331,-4.810260761,-1.867805714,3.486311197,0.082818031,1.341295600,0.014420216,0.999895418,-0.001100217,-0.987555633,0.157260867,0.001740764,1.170958757,0.768844485,0.216804504,0.000000000,0.000000000,0.000000000,1.000000000,1.341295600,3.486311197,0.082818031,3.486311197,0.384732035
2026-06-03T01:47:28,1773928437.968612909,r1,body,odom,3,structure_anchor_3,plane,wall_like,general_plane,unknown,candidate,false,true,true,false,1,0,1,1,0.326250000,0.125000000,0.350000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,168,0.053063803,0.000000000,-1.289343221,1.304369211,-1.767194271,0.206263021,-4.186416134,-5.040890698,-1.885699852,0.083486438,1.570575237,1.395446658,0.999962757,0.008140746,-0.002865914,0.134931577,0.990848050,-0.003708147,1.304369211,-1.767194271,0.206263021,0.000000000,0.000000000,0.000000000,1.000000000,1.395446658,0.083486438,1.570575237,1.570575237,0.888493989
2026-06-03T01:47:28,1773928437.968612909,r1,body,odom,4,structure_anchor_4,plane,wall_like,general_plane,unknown,candidate,false,true,true,false,1,0,1,1,0.326250000,0.125000000,0.350000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,52,0.016424510,0.000000000,-1.381738727,1.399513006,-3.918610573,-0.758261621,-2.046358465,-5.254819198,-2.856442167,0.058132410,1.762925863,0.570062160,0.999982344,0.003617294,0.004714474,0.139433669,0.990223963,0.003859282,1.399513006,-3.918610573,-0.758261621,0.000000000,0.000000000,0.000000000,1.000000000,0.570062160,0.058132410,1.762925863,1.762925863,0.323361392
2026-06-03T01:47:29,1773928438.166612864,r1,body,odom,1,structure_anchor_1,plane,wall_like,general_plane,unknown,weak_tracked,false,true,true,false,2,0,2,2,0.428000000,0.250000000,0.577500000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,428,0.135829895,0.000000000,-0.771224474,-5.480062008,0.818221033,0.529601812,-7.714142553,-11.385860792,-1.549186320,5.797801018,0.106629848,3.921955824,0.009041018,0.999947152,0.004894281,-0.988372742,0.151860236,0.007600596,-5.480062008,0.818221033,0.529601812,0.000000000,0.000000000,0.000000000,1.000000000,3.921955824,5.797801018,0.106629848,5.797801018,0.676455748
2026-06-03T01:47:29,1773928438.166612864,r1,body,odom,2,structure_anchor_2,plane,wall_like,general_plane,unknown,weak_tracked,false,true,true,false,2,0,2,2,0.428000000,0.250000000,0.577500000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,315,0.099968264,0.000000000,-0.785905904,1.179562569,0.768280447,0.211065486,-6.713847809,-4.801890380,-1.873689020,3.466238022,0.083922565,1.337059259,0.014945172,0.999888238,0.000391140,-0.987483301,0.157693206,0.003092143,1.179562569,0.768280447,0.211065486,0.000000000,0.000000000,0.000000000,1.000000000,1.337059259,3.466238022,0.083922565,3.466238022,0.385737867
2026-06-03T01:47:29,1773928438.166612864,r1,body,odom,5,structure_anchor_5,plane,wall_like,general_plane,unknown,candidate,false,true,true,false,1,0,1,1,0.326250000,0.125000000,0.350000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,195,0.061885116,0.000000000,3.344470484,-3.576676369,4.853666306,0.605264187,-11.435911693,-8.925243405,-1.464237329,0.176996708,2.951865911,2.497431040,0.998728520,0.043789827,0.024975881,0.099463723,0.994746368,0.024220014,-3.576676369,4.853666306,0.605264187,0.000000000,0.000000000,0.000000000,1.000000000,2.497431040,0.176996708,2.951865911,2.951865911,0.846051655
2026-06-03T01:47:29,1773928438.166612864,r1,body,odom,3,structure_anchor_3,plane,wall_like,general_plane,unknown,weak_tracked,false,true,true,false,2,0,2,2,0.428000000,0.250000000,0.577500000,1.000000000,0.000000000,0.000000000,0.000000000,0.043943040,238,0.075531577,0.000000000,-1.241436469,1.330842853,-2.462164879,-0.127440169,-3.495907717,-5.114011470,-2.221094490,0.213640690,3.335822105,2.043114662,0.999092221,0.034530137,0.024948034,0.108680224,0.993782952,0.024166715,1.330842853,-2.462164879,-0.127440169,0.000000000,0.000000000,0.000000000,1.000000000,2.043114662,0.213640690,3.335822105,3.335822105,0.612477104
2026-06-03T01:47:29,1773928438.325613022,r1,body,odom,1,structure_anchor_1,plane,wall_like,general_plane,unknown,confirmed,true,true,true,false,3,0,3,3,0.513825000,0.375000000,0.725375000,1.000000000,0.000000000,0.000000000,0.000000000,0.000332419,434,0.137168142,0.000000000,-0.774678387,-5.464664936,0.817931056,0.538462639,-7.711862577,-11.370529312,-1.540057585,5.808883667,0.098094940,3.919090748,0.008336152,0.999955829,0.004341502,-0.988471666,0.151236454,0.007181830,-5.464664936,0.817931056,0.538462639,0.000000000,0.000000000,0.000000000,1.000000000,3.919090748,5.808883667,0.098094940,5.808883667,0.674671929
2026-06-03T01:47:29,1773928438.325613022,r1,body,odom,2,structure_anchor_2,plane,wall_like,general_plane,unknown,confirmed,true,true,true,false,3,0,3,3,0.513825000,0.375000000,0.725375000,1.000000000,0.000000000,0.000000000,0.000000000,0.000312373,315,0.099557522,0.000000000,-0.785781976,1.171574712,0.768707335,0.212546185,-6.715202277,-4.809680652,-1.872121667,3.611035347,0.082139015,1.342921257,0.014778847,0.999890518,-0.000732651,-0.987500758,0.157601125,0.002101680,1.171574712,0.768707335,0.212546185,0.000000000,0.000000000,0.000000000,1.000000000,1.342921257,3.611035347,0.082139015,3.611035347,0.371893689
