stamp_sec,stamp_nanosec,stamp,message_frame_id,plane_group,plane_id,plane_frame_id,nx_map,ny_map,nz_map,d_map,nx_odom,ny_odom,nz_odom,d_odom,point_count,centroid_x_map,centroid_y_map,centroid_z_map,centroid_x_odom,centroid_y_odom,centroid_z_odom,extent_x_map,extent_y_map,extent_z_map,data_source,map_to_odom_available,odom2map_stamp,odom2map_dt,odom2map_frame_id,odom2map_child_frame_id
1778158926,474384536,1778158926.4743845,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158926,474384536,1778158926.4743845,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158929,876087833,1778158929.876088,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158929,876087833,1778158929.876088,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158932,874998280,1778158932.8749983,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158932,874998280,1778158932.8749983,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158935,874212786,1778158935.8742127,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158935,874212786,1778158935.8742127,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158938,975718897,1778158938.975719,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158938,975718897,1778158938.975719,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158942,74559401,1778158942.0745595,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158942,74559401,1778158942.0745595,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,539,-12.710053834932854,4.696155252615906,-0.1697099503261039,,,,4.101335525512695,3.533810615539551,2.646762251853943,Online,false,,,,
1778158942,74559401,1778158942.0745595,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158945,474499382,1778158945.4744995,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158945,474499382,1778158945.4744995,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158945,474499382,1778158945.4744995,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158949,73664916,1778158949.073665,,x,17,,-0.7090451368509185,-0.7051342971569358,-0.006373137457814255,-5.41626501083374,,,,,105,-10.952464784894671,3.3370093913305374,-0.3603909086613428,,,,0.7024574279785156,0.7022676467895508,1.9876289367675781,Online,false,,,,
1778158949,73664916,1778158949.073665,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158949,73664916,1778158949.073665,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158949,73664916,1778158949.073665,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158949,73664916,1778158949.073665,,x,17,,-0.7090451368509185,-0.7051342971569358,-0.006373137457814255,-5.41626501083374,,,,,105,-10.952464784894671,3.3370093913305374,-0.3603909086613428,,,,0.7024574279785156,0.7022676467895508,1.9876289367675781,Online,false,,,,
1778158949,73664916,1778158949.073665,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158949,73664916,1778158949.073665,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158949,73664916,1778158949.073665,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158953,74942854,1778158953.0749428,,x,17,,-0.7090451368509185,-0.7051342971569358,-0.006373137457814255,-5.41626501083374,,,,,105,-10.952464784894671,3.3370093913305374,-0.3603909086613428,,,,0.7024574279785156,0.7022676467895508,1.9876289367675781,Online,false,,,,
1778158953,74942854,1778158953.0749428,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158953,74942854,1778158953.0749428,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158953,74942854,1778158953.0749428,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158956,375239247,1778158956.3752391,,x,17,,-0.7090451368509185,-0.7051342971569358,-0.006373137457814255,-5.41626501083374,,,,,105,-10.952464784894671,3.3370093913305374,-0.3603909086613428,,,,0.7024574279785156,0.7022676467895508,1.9876289367675781,Online,false,,,,
1778158956,375239247,1778158956.3752391,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158956,375239247,1778158956.3752391,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158956,375239247,1778158956.3752391,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
1778158961,175522249,1778158961.1755223,,x,23,,0.8037473804956192,-0.5949414554222299,-0.005900251393737177,8.105596542358398,,,,,108,-15.070625993940565,-6.734790903550607,0.04890725568488792,,,,0.9159669876098633,1.2440109252929688,1.931503415107727,Online,false,,,,
1778158961,175522249,1778158961.1755223,,x,17,,-0.7090451368509185,-0.7051342971569358,-0.006373137457814255,-5.41626501083374,,,,,105,-10.952464784894671,3.3370093913305374,-0.3603909086613428,,,,0.7024574279785156,0.7022676467895508,1.9876289367675781,Online,false,,,,
1778158961,175522249,1778158961.1755223,,x,3,,-0.9245688306606293,0.37738296338150346,0.05248405777216032,4.171248912811279,,,,,430,2.3675468929978303,-5.381910201283389,0.9355445097005645,,,,6.244705319404602,15.457261323928833,2.715783953666687,Online,false,,,,
1778158961,175522249,1778158961.1755223,,y,13,,-0.6587524354853785,-0.7513308457555781,0.0393343229036707,-4.829274654388428,,,,,948,-12.718122220743558,4.581401654436618,-0.1253181930144125,,,,4.101335525512695,3.533810615539551,2.705995202064514,Online,false,,,,
1778158961,175522249,1778158961.1755223,,y,4,,-0.3713471579100103,-0.9283431737486875,-0.016740372348680664,2.786895275115967,,,,,180,0.42258465157614816,2.8112579663594564,1.3165822989410825,,,,2.7865735292434692,1.1047182083129883,1.2358481884002686,Online,false,,,,
