dataset,matched_pairs,ingraph_selected_walls,sgraphs_selected_walls,matched_fraction_of_ingraph,matched_fraction_of_sgraphs,median_angle_difference_deg,median_plane_offset_difference_m,median_segment_gap_m,match_max_angle_deg,match_max_offset_m,match_max_segment_gap_m,sgraphs_selection_rule,interpretation
teste_percepcion_5_0,4,18,6,0.2222222222222222,0.6666666666666666,2.5069108110854823,0.24149677373185297,0.0,15.0,1.0,3.0,observations>=5_short_sequence,cross_model_agreement_not_ground_truth_accuracy_short_sequence_threshold
