ingraph_wall_id,sgraphs_wall_id,angle_difference_deg,plane_offset_difference_m,segment_gap_m,normalized_match_cost,sgraphs_candidates_for_ingraph_wall,ingraph_candidates_for_sgraphs_wall
39,y:16,0.2563771470693595,0.15601468088820258,0.0,0.17310649069282655,2,1
2,x:12,0.10779186919197212,0.3597970372247321,0.0,0.36698316183753027,2,3
56,x:3,4.757444475101605,0.15486621987416704,0.0,0.4720291848809407,2,4
77,y:22,9.077409530163115,0.32697886657550335,0.0,0.932139501919711,1,4
