dataset,model,selection_rule,total_wall_hypotheses,selected_wall_hypotheses,selection_rate,selected_observation_rows,median_observations_per_selected,median_duration_s,median_support_points,median_normal_std_deg,median_offset_std_m
walls_pillars_3,InGraph,ever_strong,133,28,0.21052631578947367,2339,69.5,22.38743007183075,240.4,0.4568576478831288,0.08001098391764318
walls_pillars_3,S-Graphs,observations>=20,15,12,0.8,499,40.5,89.20057260990143,388.0,2.026586859843283,0.477184783059068
unpaired_ingraph_20260603_014722,InGraph,ever_strong,54,18,0.3333333333333333,1184,65.0,13.811914920806885,206.70486111111111,0.3716086509709704,0.0291983372357135
unpaired_sgraphs_walls_pillars_2,S-Graphs,observations>=20,13,9,0.6923076923076923,318,31.0,68.00090169906616,157.0,0.3980490790817148,0.10898405007713019
