dataset,model,class,hypothesis_id,selection_rule,selected,observation_count,duration_s,support_mean,normal_std_deg,offset_std_m,cx,cy,nx,ny,d,length,latest_state,ever_strong
walls_pillars_3,InGraph,wall_like,95,ever_strong,False,4,8.19898009300232,72.0,0.7994372890009397,0.31164053840614797,-19.066961454,-4.981813222,0.5712737576017635,0.820759583480791,14.99241430067974,1.058145046,weak_tracked,False
walls_pillars_3,InGraph,pillar_like,96,ever_strong,False,2,1.4009950160980225,111.5,2.5121479338940402e-14,14.975694710224118,-16.425022585,9.029886845,0.8398199985485648,0.5428649648281687,463.6959846564402,1.0,weak_tracked,False
walls_pillars_3,InGraph,pillar_like,97,ever_strong,True,215,56.20506715774536,75.77674418604651,21.114272111470616,289.67785564139655,-10.770865332,-0.214070146,0.5291462267717082,0.8485306539502647,695.2328755827695,1.0,stale,True
walls_pillars_3,InGraph,pillar_like,98,ever_strong,True,68,17.975944995880127,77.38235294117646,7.656048452650408,251.16478345487354,-18.791108947,5.518483196,0.7570573506906667,-0.6533484275371212,2397.5172606482215,1.0,stale,True
walls_pillars_3,InGraph,wall_like,99,ever_strong,True,97,22.379935026168823,114.20618556701031,0.9861493508781453,0.31169203879940527,-19.868493191,-3.736250469,0.6013131390415787,0.7990134597214011,14.932540429675003,1.78709507,stale,True
walls_pillars_3,InGraph,wall_like,100,ever_strong,True,67,21.839930295944214,275.1044776119403,0.6746875784065139,0.11502367218554552,-5.114298569,6.717772497,0.5756460205697523,0.8176990026912153,-2.5492070275972853,1.596692085,confirmed,True
walls_pillars_3,InGraph,wall_like,101,ever_strong,True,168,45.954097032547,270.57738095238096,0.5310743037635088,0.032096541745343335,-11.749733234,4.061680975,0.8141607780615467,-0.5806394987134589,11.935689504100592,4.814522266,stale,True
walls_pillars_3,InGraph,wall_like,102,ever_strong,False,4,6.338979959487915,54.75,0.8888374982551255,0.1187306609196675,-13.369115358,1.638474581,0.8549038964286789,-0.5187863990806455,12.27932718846834,1.0,weak_tracked,False
walls_pillars_3,InGraph,pillar_like,103,ever_strong,False,3,1.9409949779510498,73.0,14.534439322877084,83.65403274677877,-6.083560266,7.032171747,0.775534963041622,-0.6313046183103923,643.9614976816315,1.061017036,weak_tracked,False
walls_pillars_3,InGraph,wall_like,104,ever_strong,True,5,2.00099515914917,268.6,0.026653567060096143,0.005321028202438002,-0.399859413,3.549102752,0.5697044844929852,0.82184962149324,-2.68914748267931,4.478292465,confirmed,True
